"event","pathogen","start_date","end_date","country","cuml_cases","cuml_confirmed_cases","cuml_deaths","cuml_confirmed_deaths","source"
"Tick-borne encephalitis virus_Czechia_2020","Tick-borne encephalitis virus","2020-01-01","2020-12-31","Czechia",854,"","","","Media"
"Tick-borne encephalitis virus_Denmark_2018","Tick-borne encephalitis virus","2018-01-01","2018-12-31","",4,"","","","Denmark SSI News"
"Tick-borne encephalitis virus_Denmark_2018","Tick-borne encephalitis virus","2018-01-01","2018-12-31","Denmark",4,"","","","Denmark SSI News"
"Tick-borne encephalitis virus_France_2020_Raw milk goat cheese","Tick-borne encephalitis virus","2020-04-14","2020-05-31","",32,"14","1","","Sante publique France Points Epidemiologiques"
"Tick-borne encephalitis virus_France_2020_Raw milk goat cheese","Tick-borne encephalitis virus","2020-04-14","2020-05-31","France",32,"14","1","","Sante publique France Points Epidemiologiques"
"Tick-borne encephalitis virus_Germany_2020","Tick-borne encephalitis virus","2019-12-30","2021-01-03","",683,"","","","Robert Koch Institute Epidemiological Bulletin"
"Tick-borne encephalitis virus_Germany_2020","Tick-borne encephalitis virus","2019-12-30","2021-01-03","Germany",683,"","","","Robert Koch Institute Epidemiological Bulletin"
"Tick-borne encephalitis virus_Japan_2017","Tick-borne encephalitis virus","2017-06-10","2017-08-13","",2,"1","1","1","Multisource Fusion"
"Tick-borne encephalitis virus_Japan_2017","Tick-borne encephalitis virus","2017-06-10","2017-08-13","Japan",2,"1","1","1","Multisource Fusion"
"Tick-borne encephalitis virus_Sweden_2017","Tick-borne encephalitis virus","2017-01-01","2017-12-31","",391,"","","","Sweden Public Health Agency Statistics"
"Tick-borne encephalitis virus_Sweden_2017","Tick-borne encephalitis virus","2017-01-01","2017-12-31","Sweden",391,"","","","Sweden Public Health Agency Statistics"
"Tick-borne encephalitis virus_Switzerland_2018","Tick-borne encephalitis virus","2018-01-01","2018-12-30","",377,"","","","Switzerland BAG Bulletin"
"Tick-borne encephalitis virus_Switzerland_2018","Tick-borne encephalitis virus","2018-01-01","2018-12-30","Switzerland",377,"","","","Switzerland BAG Bulletin"
"Treponema pallidum_Canada_2017","Treponema pallidum","2017-01-01","2017-12-31","",4132,"","","","PHAC Reports and Publications"
"Treponema pallidum_Canada_2017","Treponema pallidum","2017-01-01","2017-12-31","Canada",4132,"","","","PHAC Reports and Publications"
"Treponema pallidum_Canada_2018","Treponema pallidum","2018-01-01","2018-12-31","",6371,"","","","PHAC Reports and Publications"
"Treponema pallidum_Canada_2018","Treponema pallidum","2018-01-01","2018-12-31","Canada",6371,"","","","PHAC Reports and Publications"
"Treponema pallidum_Canada_2019","Treponema pallidum","2019-01-01","2019-12-31","",9181,"","","","PHAC Reports and Publications"
"Treponema pallidum_Canada_2019","Treponema pallidum","2019-01-01","2019-12-31","Canada",9181,"","","","PHAC Reports and Publications"
"Treponema pallidum_Canada_2020","Treponema pallidum","2020-01-01","2020-12-31","",9498,"","","","PHAC Reports and Publications"
"Treponema pallidum_Canada_2020","Treponema pallidum","2020-01-01","2020-12-31","Canada",9498,"","","","PHAC Reports and Publications"
"Treponema pallidum_Ukraine_2020","Treponema pallidum","2020-01-01","2020-12-31","",1291,"","","","Ukraine Public Health Center News"
"Treponema pallidum_Ukraine_2020","Treponema pallidum","2020-01-01","2020-12-31","Ukraine",1291,"","","","Ukraine Public Health Center News"
"Trypanosoma cruzi_Mexico_2018","Trypanosoma cruzi","2018-01-07","2018-12-29","",164,"","","","Mexico Secretaria de Salud Boletin Epidemiologico"
"Trypanosoma cruzi_Mexico_2018","Trypanosoma cruzi","2018-01-07","2018-12-29","Mexico",164,"","","","Mexico Secretaria de Salud Boletin Epidemiologico"
"Uncertain etiology_Cameroon_2015","Uncertain etiology","2015-11-01","2017-07-31","",40,"0","22","","Multisource Fusion"
"Uncertain etiology_Cameroon_2015","Uncertain etiology","2015-11-01","2017-07-31","Cameroon",40,"0","22","","Multisource Fusion"
"Uncertain etiology_Nigeria_2017b","Uncertain etiology","2017-11-11","2017-11-13","",3,"","3","","WHO AFRO Region Situation Reports"
"Uncertain etiology_Nigeria_2017b","Uncertain etiology","2017-11-11","2017-11-13","Nigeria",3,"","3","","WHO AFRO Region Situation Reports"
"Uncertain etiology_Peru_2020_Guillain-Barre Syndrome","Uncertain etiology","2020-01-01","2020-12-31","",448,"","","","WHO DON"
"Uncertain etiology_Peru_2020_Guillain-Barre Syndrome","Uncertain etiology","2020-01-01","2020-12-31","Peru",448,"","","","WHO DON"
"Uncertain etiology_South Korea_2015","Uncertain etiology","2015-10-19","2015-11-16","",84,"","0","","WHO DON"
"Uncertain etiology_South Korea_2015","Uncertain etiology","2015-10-19","2015-11-16","South Korea",84,"","0","","WHO DON"
"Uncertain etiology_Tanzania_2019","Uncertain etiology","2019-09-10","2019-09-19","",3,"","1","","WHO DON"
"Uncertain etiology_Tanzania_2019","Uncertain etiology","2019-09-10","2019-09-19","Tanzania",3,"","1","","WHO DON"
"Usutu virus_Hungary_2018","Usutu virus","2018-09-08","2018-09-08","",1,"1","0","","Eurosurveillance"
"Usutu virus_Hungary_2018","Usutu virus","2018-09-08","2018-09-08","Hungary",1,"1","0","","Eurosurveillance"
"Vibrio alginolyticus_Germany_2018","Vibrio alginolyticus","2018-01-01","2019-09-30","",2,"2","","","Eurosurveillance"
"Vibrio alginolyticus_Germany_2018","Vibrio alginolyticus","2018-01-01","2019-09-30","Germany",2,"2","","","Eurosurveillance"
"Vibrio cholerae_Algeria_2018","Vibrio cholerae","2018-08-07","2018-09-06","",217,"83","2","","WHO DON"
"Vibrio cholerae_Algeria_2018","Vibrio cholerae","2018-08-07","2018-09-06","Algeria",217,"83","2","","WHO DON"
"Vibrio cholerae_Cameroon_2018","Vibrio cholerae","2018-05-18","2018-05-23","",2,"1","0","","WHO DON"
"Vibrio cholerae_Cameroon_2018","Vibrio cholerae","2018-05-18","2018-05-23","Cameroon",2,"1","0","","WHO DON"
"Vibrio cholerae_Democratic Republic of the Congo_2015","Vibrio cholerae","2015-01-01","2015-11-29","",19705,"","","","WHO DON"
"Vibrio cholerae_Democratic Republic of the Congo_2015","Vibrio cholerae","2015-01-01","2015-11-29","Democratic Republic of the Congo",19705,"","","","WHO DON"
"Vibrio cholerae_Democratic Republic of the Congo_2017_Kinshasa","Vibrio cholerae","2017-11-25","2018-02-23","",1065,"83","43","","WHO DON"
"Vibrio cholerae_Democratic Republic of the Congo_2017_Kinshasa","Vibrio cholerae","2017-11-25","2018-02-23","Democratic Republic of the Congo",1065,"83","43","","WHO DON"
"Vibrio cholerae_Kenya_2015","Vibrio cholerae","2015-01-01","2015-12-31","",10568,"","","","WHO DON"
"Vibrio cholerae_Kenya_2015","Vibrio cholerae","2015-01-01","2015-12-31","Kenya",10568,"","","","WHO DON"
"Vibrio cholerae_Kenya_2016","Vibrio cholerae","2016-01-01","2016-12-31","",6448,"","","","WHO DON"
"Vibrio cholerae_Kenya_2016","Vibrio cholerae","2016-01-01","2016-12-31","Kenya",6448,"","","","WHO DON"
"Vibrio cholerae_Kenya_2017","Vibrio cholerae","2017-01-01","2017-11-29","",3967,"596","76","","WHO DON"
"Vibrio cholerae_Kenya_2017","Vibrio cholerae","2017-01-01","2017-11-29","Kenya",3967,"596","76","","WHO DON"
"Vibrio cholerae_Kenya_2017_Nairobi A","Vibrio cholerae","2017-06-22","2017-06-22","",146,"","","","WHO DON"
"Vibrio cholerae_Kenya_2017_Nairobi A","Vibrio cholerae","2017-06-22","2017-06-22","Kenya",146,"","","","WHO DON"
"Vibrio cholerae_Kenya_2017_Nairobi B","Vibrio cholerae","2017-07-10","2017-07-12","",136,"","1","","WHO DON"
"Vibrio cholerae_Kenya_2017_Nairobi B","Vibrio cholerae","2017-07-10","2017-07-12","Kenya",136,"","1","","WHO DON"
"Vibrio cholerae_Kuwait_2015","Vibrio cholerae","2015-01-01","2015-12-31","",5,"","0","","WHO GHO Data Repository"
"Vibrio cholerae_Kuwait_2015","Vibrio cholerae","2015-01-01","2015-12-31","Kuwait",5,"","0","","WHO GHO Data Repository"
"Vibrio cholerae_Malawi_2016","Vibrio cholerae","2016-01-01","2016-12-31","",1792,"","46","","WHO GHO Data Repository"
"Vibrio cholerae_Malawi_2016","Vibrio cholerae","2016-01-01","2016-12-31","Malawi",1792,"","46","","WHO GHO Data Repository"
"Vibrio cholerae_Mexico_2017","Vibrio cholerae","2017-01-01","2017-03-31","",175,"","","","Mexico Ministry of Health"
"Vibrio cholerae_Mexico_2017","Vibrio cholerae","2017-01-01","2017-03-31","Mexico",175,"","","","Mexico Ministry of Health"
"Vibrio cholerae_Mozambique_2017a","Vibrio cholerae","2017-01-01","2017-04-30","",2129,"","4","","WHO DON"
"Vibrio cholerae_Mozambique_2017a","Vibrio cholerae","2017-01-01","2017-04-30","Mozambique",2129,"","4","","WHO DON"
"Vibrio cholerae_Mozambique_2017b","Vibrio cholerae","2017-08-14","2018-02-11","",1799,"","1","","WHO DON"
"Vibrio cholerae_Mozambique_2017b","Vibrio cholerae","2017-08-14","2018-02-11","Mozambique",1799,"","1","","WHO DON"
"Vibrio cholerae_Mozambique_2019","Vibrio cholerae","2019-03-27","2019-06-25","",7052,"","8","","WHO AFRO Weekly Bulletin on Outbreaks and Other Emergencies"
"Vibrio cholerae_Mozambique_2019","Vibrio cholerae","2019-03-27","2019-06-25","Mozambique",7052,"","8","","WHO AFRO Weekly Bulletin on Outbreaks and Other Emergencies"
"Vibrio cholerae_Myanmar (Burma)_2016","Vibrio cholerae","2016-01-01","2016-12-31","",782,"","11","","WHO GHO Data Repository"
"Vibrio cholerae_Myanmar (Burma)_2016","Vibrio cholerae","2016-01-01","2016-12-31","Myanmar (Burma)",782,"","11","","WHO GHO Data Repository"
"Vibrio cholerae_Niger_2018","Vibrio cholerae","2018-07-05","2018-10-01","",3695,"37","69","1","WHO DON"
"Vibrio cholerae_Niger_2018","Vibrio cholerae","2018-07-06","2018-10-01","Niger",3692,"34","68","","WHO DON"
"Vibrio cholerae_Niger_2018","Vibrio cholerae","2018-07-05","2018-07-05","Nigeria",3,"3","1","1","WHO DON"
"Vibrio cholerae_Nigeria_2017a","Vibrio cholerae","2017-01-01","2017-12-31","",4221,"60","107","","WHO AFRO Weekly Bulletin on Outbreaks and Other Emergencies"
"Vibrio cholerae_Nigeria_2017a","Vibrio cholerae","2017-01-01","2017-12-31","Nigeria",4221,"60","107","","WHO AFRO Weekly Bulletin on Outbreaks and Other Emergencies"
"Vibrio cholerae_Nigeria_2017b","Vibrio cholerae","2017-08-14","2017-12-10","",5365,"354","61","","WHO AFRO Region Situation Reports"
"Vibrio cholerae_Nigeria_2017b","Vibrio cholerae","2017-08-14","2017-12-10","Nigeria",5365,"354","61","","WHO AFRO Region Situation Reports"
"Vibrio cholerae_Nigeria_2019","Vibrio cholerae","2018-12-30","2019-10-31","",1583,"376","22","","Nigeria CDC Disease Situation Reports"
"Vibrio cholerae_Nigeria_2019","Vibrio cholerae","2018-12-30","2019-10-31","Nigeria",1583,"376","22","","Nigeria CDC Disease Situation Reports"
"Vibrio cholerae_Rwanda_2016","Vibrio cholerae","2016-01-01","2016-12-31","",355,"","0","","WHO GHO Data Repository"
"Vibrio cholerae_Rwanda_2016","Vibrio cholerae","2016-01-01","2016-12-31","Rwanda",355,"","0","","WHO GHO Data Repository"
"Vibrio cholerae_Somalia_2017a","Vibrio cholerae","2017-01-01","2017-08-30","",78000,"","1159","","WHO DON"
"Vibrio cholerae_Somalia_2017a","Vibrio cholerae","2017-01-01","2017-08-30","Somalia",78000,"","1159","","WHO DON"
"Vibrio cholerae_Somalia_2017b","Vibrio cholerae","2017-12-01","2018-03-18","",1613,"","9","","WHO DON"
"Vibrio cholerae_Somalia_2017b","Vibrio cholerae","2017-12-01","2018-03-18","Somalia",1613,"","9","","WHO DON"
"Vibrio cholerae_Spain_2015","Vibrio cholerae","2015-01-01","2015-12-31","",2,"","0","","WHO GHO Data Repository"
"Vibrio cholerae_Spain_2015","Vibrio cholerae","2015-01-01","2015-12-31","Spain",2,"","0","","WHO GHO Data Repository"
"Vibrio cholerae_Sudan_2019","Vibrio cholerae","2019-08-28","2019-10-12","",278,"","8","","WHO DON"
"Vibrio cholerae_Sudan_2019","Vibrio cholerae","2019-08-28","2019-10-12","Sudan",278,"","8","","WHO DON"
"Vibrio cholerae_Switzerland_2015","Vibrio cholerae","2015-01-01","2015-12-31","",2,"","0","","WHO GHO Data Repository"
"Vibrio cholerae_Switzerland_2015","Vibrio cholerae","2015-01-01","2015-12-31","Switzerland",2,"","0","","WHO GHO Data Repository"
"Vibrio cholerae_Tanzania_2015","Vibrio cholerae","2015-08-15","2018-01-07","",33421,"3290","542","","WHO DON"
"Vibrio cholerae_Tanzania_2015","Vibrio cholerae","2015-08-15","2018-01-07","Tanzania",33421,"3290","542","","WHO DON"
"Vibrio cholerae_Togo_2020","Vibrio cholerae","2020-11-11","2021-01-04","",69,"18","2","","WHO DON"
"Vibrio cholerae_Togo_2020","Vibrio cholerae","2020-11-17","2021-01-04","Netherlands",2,"1","","","WHO DON"
"Vibrio cholerae_Togo_2020","Vibrio cholerae","2020-11-11","2020-12-28","Togo",67,"17","2","","WHO DON"
"Vibrio cholerae_Yemen_2017","Vibrio cholerae","2017-04-27","2021-05-02","",2513694,"1157","3870","","Multisource Fusion"
"Vibrio cholerae_Yemen_2017","Vibrio cholerae","2017-04-27","2021-05-02","Yemen",2513694,"1157","3870","","Multisource Fusion"
"Vibrio cholerae_Zambia_2017","Vibrio cholerae","2017-09-28","2017-12-07","",547,"","15","","WHO DON"
"Vibrio cholerae_Zambia_2017","Vibrio cholerae","2017-09-28","2017-12-07","Zambia",547,"","15","","WHO DON"
"Vibrio cholerae_Zambia_2019","Vibrio cholerae","2019-04-03","2019-06-06","",312,"67","6","","WHO AFRO Weekly Bulletin on Outbreaks and Other Emergencies"
"Vibrio cholerae_Zambia_2019","Vibrio cholerae","2019-04-03","2019-06-06","Zambia",312,"67","6","","WHO AFRO Weekly Bulletin on Outbreaks and Other Emergencies"
"Vibrio cholerae_Zimbabwe_2018","Vibrio cholerae","2018-09-04","2018-10-03","",8535,"163","50","","WHO DON"
"Vibrio cholerae_Zimbabwe_2018","Vibrio cholerae","2018-09-04","2018-10-03","Zimbabwe",8535,"163","50","","WHO DON"
"Vibrio fluvialis_Germany_2018","Vibrio fluvialis","2018-01-01","2019-09-30","",3,"3","","","Eurosurveillance"
"Vibrio fluvialis_Germany_2018","Vibrio fluvialis","2018-01-01","2019-09-30","Germany",3,"3","","","Eurosurveillance"
"Vibrio parahaemolyticus_Canada_2020_Shellfish","Vibrio parahaemolyticus","2020-06-28","2020-11-07","",23,"23","0","","PHAC Public Health Notices"
"Vibrio parahaemolyticus_Canada_2020_Shellfish","Vibrio parahaemolyticus","2020-06-28","2020-11-07","Canada",23,"23","0","","PHAC Public Health Notices"
"Vibrio parahaemolyticus_United States_2018_Venezuelan crab meat","Vibrio parahaemolyticus","2018-04-01","2018-07-19","",26,"26","0","","CDC Vibriosis Outbreaks"
"Vibrio parahaemolyticus_United States_2018_Venezuelan crab meat","Vibrio parahaemolyticus","2018-04-01","2018-07-19","United States",26,"26","0","","CDC Vibriosis Outbreaks"
"Vibrio vulnificus_Germany_2018","Vibrio vulnificus","2018-01-01","2019-09-30","",24,"24","7","7","Eurosurveillance"
"Vibrio vulnificus_Germany_2018","Vibrio vulnificus","2018-01-01","2019-09-30","Germany",24,"24","7","7","Eurosurveillance"
"Viral conjunctivitis_Bahamas_2017","Viral conjunctivitis","2017-05-01","2017-06-16","",240,"","","","PAHO"
"Viral conjunctivitis_Bahamas_2017","Viral conjunctivitis","2017-05-01","2017-06-16","The Bahamas",240,"","","","PAHO"
"Viral conjunctivitis_Belize_2017","Viral conjunctivitis","2017-09-18","2017-10-13","",11000,"","","","Multisource Fusion"
"Viral conjunctivitis_Belize_2017","Viral conjunctivitis","2017-09-18","2017-10-13","Belize",11000,"","","","Multisource Fusion"
"Viral conjunctivitis_Bolivia_2017","Viral conjunctivitis","2017-06-14","2017-06-14","",850,"","","","Multisource Fusion"
"Viral conjunctivitis_Bolivia_2017","Viral conjunctivitis","2017-06-14","2017-06-14","Bolivia",850,"","","","Multisource Fusion"
"Viral conjunctivitis_Caribbean Netherlands_2017","Viral conjunctivitis","2017-05-15","2017-07-04","",27,"4","","","ProMED Mail"
"Viral conjunctivitis_Caribbean Netherlands_2017","Viral conjunctivitis","2017-05-15","2017-07-04","Caribbean Netherlands",27,"4","","","ProMED Mail"
"Viral conjunctivitis_Costa Rica_2017","Viral conjunctivitis","2017-06-01","2017-07-22","",1559,"2","","","Multisource Fusion"
"Viral conjunctivitis_Costa Rica_2017","Viral conjunctivitis","2017-06-01","2017-07-22","Costa Rica",1559,"2","","","Multisource Fusion"
"Viral conjunctivitis_Cuba_2017","Viral conjunctivitis","2017-05-01","2017-07-01","",1427,"","","","Multisource Fusion"
"Viral conjunctivitis_Cuba_2017","Viral conjunctivitis","2017-05-01","2017-07-01","Cuba",1427,"","","","Multisource Fusion"
"Viral conjunctivitis_Dominican Republic_2017","Viral conjunctivitis","2017-01-01","2017-07-29","",157193,"","","","Multisource Fusion"
"Viral conjunctivitis_Dominican Republic_2017","Viral conjunctivitis","2017-01-01","2017-07-29","Dominican Republic",157193,"","","","Multisource Fusion"
"Viral conjunctivitis_Grenada_2017","Viral conjunctivitis","2017-01-01","2017-09-07","",81,"","","","Multisource Fusion"
"Viral conjunctivitis_Grenada_2017","Viral conjunctivitis","2017-01-01","2017-09-07","Grenada",81,"","","","Multisource Fusion"
"Viral conjunctivitis_Guadeloupe_2017","Coxsackievirus","2017-05-15","2017-10-08","",18721,"","","","French Institute for Health Surveillance"
"Viral conjunctivitis_Guadeloupe_2017","Coxsackievirus","2017-05-15","2017-10-08","Guadeloupe",18721,"","","","French Institute for Health Surveillance"
"Viral conjunctivitis_Guatemala_2017","Viral conjunctivitis","2017-01-01","2017-09-13","",40000,"","","","Multisource Fusion"
"Viral conjunctivitis_Guatemala_2017","Viral conjunctivitis","2017-01-01","2017-09-13","Guatemala",40000,"","","","Multisource Fusion"
"Viral conjunctivitis_Honduras_2017","Viral conjunctivitis","2017-08-24","2017-09-27","",30109,"","","","Multisource Fusion"
"Viral conjunctivitis_Honduras_2017","Viral conjunctivitis","2017-08-24","2017-09-27","Honduras",30109,"","","","Multisource Fusion"
"Viral conjunctivitis_Martinique_2017","Viral conjunctivitis","2017-05-08","2017-10-01","",24660,"","0","","French Institute for Health Surveillance"
"Viral conjunctivitis_Martinique_2017","Viral conjunctivitis","2017-05-08","2017-10-01","Martinique",24660,"","0","","French Institute for Health Surveillance"
"Viral conjunctivitis_Mexico_2017","Viral conjunctivitis","2017-01-01","2017-12-30","",1405217,"","","","Mexico Ministry of Health"
"Viral conjunctivitis_Mexico_2017","Viral conjunctivitis","2017-01-01","2017-12-30","Mexico",1405217,"","","","Mexico Ministry of Health"
"Viral conjunctivitis_Nicaragua_2017","Viral conjunctivitis","2017-01-01","2017-12-30","",96206,"","","","Nicaragua Ministry of Health"
"Viral conjunctivitis_Nicaragua_2017","Viral conjunctivitis","2017-01-01","2017-12-30","Nicaragua",96206,"","","","Nicaragua Ministry of Health"
"Viral conjunctivitis_Panama_2017","Viral conjunctivitis","2017-07-03","2017-09-09","",74661,"","","","Ministry of Health of Panama"
"Viral conjunctivitis_Panama_2017","Viral conjunctivitis","2017-07-03","2017-09-09","Panama",74661,"","","","Ministry of Health of Panama"
"Viral conjunctivitis_Saint Martin_2017","Viral conjunctivitis","2017-05-29","2017-08-13","",2104,"","","","French Institute for Health Surveillance"
"Viral conjunctivitis_Saint Martin_2017","Viral conjunctivitis","2017-05-29","2017-08-13","Saint Martin",2104,"","","","French Institute for Health Surveillance"
"West Nile virus_Canada_2015","West Nile virus","2015-07-06","2015-12-13","",82,"","","","Public Health Agency of Canada"
"West Nile virus_Canada_2015","West Nile virus","2015-07-06","2015-12-13","Canada",82,"","","","Public Health Agency of Canada"
"West Nile virus_Canada_2017","West Nile virus","2017-06-25","2017-12-09","",197,"13","8","","PHAC West Nile virus and other mosquito-borne diseases national surveillance report"
"West Nile virus_Canada_2017","West Nile virus","2017-06-25","2017-12-09","Canada",197,"13","8","","PHAC West Nile virus and other mosquito-borne diseases national surveillance report"
"West Nile virus_Canada_2020","West Nile virus","2020-07-19","2020-09-05","",34,"","","","PHAC West Nile virus and other mosquito-borne diseases national surveillance report"
"West Nile virus_Canada_2020","West Nile virus","2020-07-19","2020-09-05","Canada",34,"","","","PHAC West Nile virus and other mosquito-borne diseases national surveillance report"
"West Nile virus_Europe_2017","West Nile virus","2017-07-16","2017-11-30","",260,"203","26","16","ECDC"
"West Nile virus_Europe_2017","West Nile virus","2017-08-21","2017-11-30","Austria",5,"5","","","ECDC"
"West Nile virus_Europe_2017","West Nile virus","2017-10-08","2017-11-24","Bulgaria",1,"0","","","ECDC"
"West Nile virus_Europe_2017","West Nile virus","2017-10-08","2017-11-24","Croatia",5,"5","1","1","ECDC"
"West Nile virus_Europe_2017","West Nile virus","2017-10-21","2017-11-24","France",1,"1","","","ECDC"
"West Nile virus_Europe_2017","West Nile virus","2017-07-16","2017-11-24","Greece",48,"10","5","","ECDC"
"West Nile virus_Europe_2017","West Nile virus","2017-08-20","2017-11-24","Hungary",21,"9","2","","ECDC"
"West Nile virus_Europe_2017","West Nile virus","2017-07-30","2017-11-24","Italy",57,"57","1","1","ECDC"
"West Nile virus_Europe_2017","West Nile virus","2017-08-06","2017-11-24","Romania",66,"64","14","13","ECDC"
"West Nile virus_Europe_2017","West Nile virus","2017-08-06","2017-11-24","Serbia",49,"45","2","","ECDC"
"West Nile virus_Europe_2017","West Nile virus","2017-10-14","2017-11-24","Turkey",7,"7","1","1","ECDC"
"West Nile virus_Europe_2018","West Nile virus","2018-06-25","2018-12-16","",2084,"1684","181","53","ECDC Surveillance Atlas of Infectious Diseases"
"West Nile virus_Europe_2018","West Nile virus","2018-08-27","2018-12-16","Austria",20,"19","","","ECDC Surveillance Atlas of Infectious Diseases"
"West Nile virus_Europe_2018","West Nile virus","2018-09-10","2018-12-16","Bulgaria",15,"6","2","","ECDC Surveillance Atlas of Infectious Diseases"
"West Nile virus_Europe_2018","West Nile virus","2018-08-13","2018-12-16","Croatia",53,"50","","","ECDC Surveillance Atlas of Infectious Diseases"
"West Nile virus_Europe_2018","West Nile virus","2018-11-05","2018-12-16","Cyprus",1,"1","","","ECDC Surveillance Atlas of Infectious Diseases"
"West Nile virus_Europe_2018","West Nile virus","2018-10-01","2018-12-16","Czechia",5,"5","1","1","ECDC Surveillance Atlas of Infectious Diseases"
"West Nile virus_Europe_2018","West Nile virus","2018-08-06","2018-12-16","France",27,"12","","","ECDC Surveillance Atlas of Infectious Diseases"
"West Nile virus_Europe_2018","West Nile virus","2018-09-01","2018-09-30","Germany",1,"","","","ECDC Surveillance Atlas of Infectious Diseases"
"West Nile virus_Europe_2018","West Nile virus","2018-06-25","2018-12-16","Greece",311,"137","47","","ECDC Surveillance Atlas of Infectious Diseases"
"West Nile virus_Europe_2018","West Nile virus","2018-07-16","2018-12-16","Hungary",215,"132","1","","ECDC Surveillance Atlas of Infectious Diseases"
"West Nile virus_Europe_2018","West Nile virus","2018-08-20","2018-12-16","Israel",128,"79","","","ECDC Surveillance Atlas of Infectious Diseases"
"West Nile virus_Europe_2018","West Nile virus","2018-07-09","2018-12-16","Italy",576,"576","46","46","ECDC Surveillance Atlas of Infectious Diseases"
"West Nile virus_Europe_2018","West Nile virus","2018-08-06","2018-12-16","Kosovo",14,"14","3","3","ECDC Surveillance Atlas of Infectious Diseases"
"West Nile virus_Europe_2018","West Nile virus","2018-07-16","2018-12-16","Romania",277,"262","43","","ECDC Surveillance Atlas of Infectious Diseases"
"West Nile virus_Europe_2018","West Nile virus","2018-07-02","2018-12-16","Serbia",415,"365","35","","ECDC Surveillance Atlas of Infectious Diseases"
"West Nile virus_Europe_2018","West Nile virus","2018-08-27","2018-12-16","Slovenia",3,"3","","","ECDC Surveillance Atlas of Infectious Diseases"
"West Nile virus_Europe_2018","West Nile virus","2018-11-26","2018-12-16","Turkey",23,"23","3","3","ECDC Surveillance Atlas of Infectious Diseases"
"West Nile virus_Europe_2019","West Nile virus","2019-07-15","2019-12-01","",463,"283","50","","Multisource Fusion"
"West Nile virus_Europe_2019","West Nile virus","2019-08-19","2019-09-22","Austria",4,"4","","","Multisource Fusion"
"West Nile virus_Europe_2019","West Nile virus","2019-08-12","2019-11-03","Bulgaria",5,"4","1","","Multisource Fusion"
"West Nile virus_Europe_2019","West Nile virus","2019-08-05","2019-09-15","Cyprus",16,"14","1","","Multisource Fusion"
"West Nile virus_Europe_2019","West Nile virus","2019-07-29","2019-10-06","France",2,"1","","","Multisource Fusion"
"West Nile virus_Europe_2019","West Nile virus","2019-09-30","2019-11-10","Germany",4,"4","","","Multisource Fusion"
"West Nile virus_Europe_2019","West Nile virus","2019-07-15","2019-11-17","Greece",223,"70","34","","Multisource Fusion"
"West Nile virus_Europe_2019","West Nile virus","2019-07-29","2019-11-03","Hungary",36,"34","","","Multisource Fusion"
"West Nile virus_Europe_2019","West Nile virus","2019-10-07","2019-10-13","Israel",10,"2","","","Multisource Fusion"
"West Nile virus_Europe_2019","West Nile virus","2019-07-22","2019-11-17","Italy",53,"53","4","","Multisource Fusion"
"West Nile virus_Europe_2019","West Nile virus","2019-09-02","2019-10-20","North Macedonia",6,"3","1","","Multisource Fusion"
"West Nile virus_Europe_2019","West Nile virus","2019-07-15","2019-11-17","Romania",66,"60","8","","Multisource Fusion"
"West Nile virus_Europe_2019","West Nile virus","2019-08-05","2019-10-20","Serbia",27,"23","1","","Multisource Fusion"
"West Nile virus_Europe_2019","West Nile virus","2019-09-09","2019-09-15","Slovakia",1,"1","","","Multisource Fusion"
"West Nile virus_Europe_2019","West Nile virus","2019-08-19","2019-12-01","Turkey",10,"10","","","Multisource Fusion"
"West Nile virus_Europe_2020","West Nile virus","2020-06-12","2020-11-26","",333,"6","37","","ECDC Communicable Disease Threats Report"
"West Nile virus_Europe_2020","West Nile virus","2020-10-09","2020-11-26","Bulgaria",1,"","1","","ECDC Communicable Disease Threats Report"
"West Nile virus_Europe_2020","West Nile virus","2020-09-18","2020-11-26","Germany",13,"","","","ECDC Communicable Disease Threats Report"
"West Nile virus_Europe_2020","West Nile virus","2020-07-17","2020-11-26","Greece",143,"","23","","ECDC Communicable Disease Threats Report"
"West Nile virus_Europe_2020","West Nile virus","2020-09-11","2020-11-26","Hungary",3,"","","","ECDC Communicable Disease Threats Report"
"West Nile virus_Europe_2020","West Nile virus","2020-07-01","2020-11-26","Israel",17,"","","","ECDC Communicable Disease Threats Report"
"West Nile virus_Europe_2020","West Nile virus","2020-08-07","2020-11-26","Italy",66,"","5","","ECDC Communicable Disease Threats Report"
"West Nile virus_Europe_2020","West Nile virus","2020-10-15","2020-11-26","Netherlands",7,"","","","ECDC Communicable Disease Threats Report"
"West Nile virus_Europe_2020","West Nile virus","2020-06-12","2020-11-26","Romania",6,"","1","","ECDC Communicable Disease Threats Report"
"West Nile virus_Europe_2020","West Nile virus","2020-08-07","2020-11-26","Spain",77,"6","7","","ECDC Communicable Disease Threats Report"
"West Nile virus_Portugal_2015","West Nile virus","2015-07-20","2015-07-20","",1,"1","0","","WHO DON"
"West Nile virus_Portugal_2015","West Nile virus","2015-07-20","2015-07-20","Portugal",1,"1","0","","WHO DON"
"West Nile virus_United States_2015","West Nile virus","2015-01-01","2015-12-31","",2175,"","146","","CDC"
"West Nile virus_United States_2015","West Nile virus","2015-01-01","2015-12-31","United States",2175,"","146","","CDC"
